Transaction_id,Customer_id,Amount,Transaction_type,Longitude,Latitude,Transaction_Timestamp,Hour_of_Day,Day_of_Week,IP_Address,avg_spending,avg_transaction_count,Fraud
b56de32b,140b44,393.93,Transfer,50.696542,-4.163736,2024-10-29 15:04:38,15,1,174.126.98.241,1315.25,17,0
c9d2c0e5,5c909c,5245.19,Withdraw,71.015535,-78.957423,2024-04-30 19:24:30,19,1,177.21.21.41,2863.68,7,1
a824b156,accbb0,2159.08,Withdraw,-0.407681,-81.920059,2024-05-05 23:02:40,23,6,171.110.16.159,4965.44,22,1
6cf1f658,d67d5e,945.74,Withdraw,-108.864064,61.520999,2024-04-29 15:35:56,15,0,195.236.234.38,4708.06,32,1
53b99f9f,6e3544,1475.46,Payment,132.59866,-24.23697,2024-11-23 15:38:43,15,5,37.117.60.248,4615.41,18,1
8dc484b3,30e2f8,8785.29,Transfer,82.846614,-60.720134,2024-08-17 02:32:53,2,5,101.143.162.180,2364.28,19,0
0c99e70e,37cdc8,7610.78,Payment,-55.026809,53.993252,2024-04-02 23:07:33,23,1,58.45.166.81,4759.39,21,1
4c55e9a8,dd2424,8316.9,Transfer,-154.325077,50.231575,2025-03-28 05:49:36,5,4,223.64.154.255,4778.47,1,1
8079b2dc,cd81c7,9494.9,Transfer,-83.613672,-68.067114,2024-04-02 10:59:30,10,1,179.155.10.216,1189.26,29,1
00fbcf9a,f8fa10,2905.81,Transfer,72.643813,-7.645649,2024-09-28 00:47:06,0,5,17.54.170.194,1045.44,43,1
fbe13b6b,9a3c95,8646.43,Transfer,-95.913542,11.86108,2024-04-29 05:23:21,5,0,191.151.15.190,4094.94,23,1
9f0c56fa,a4b7b3,719.78,Payment,-2.202482,81.692348,2024-07-28 19:37:37,19,6,55.233.255.20,4228.05,40,1
b5ceadf8,6fded0,4053.14,Transfer,96.778957,29.70023,2025-01-25 15:51:11,15,5,22.2.160.159,4310.99,26,1
da08e6dc,78ecd6,4062.67,Withdraw,97.594672,56.029597,2025-01-07 04:29:53,4,1,192.188.72.228,1486.64,46,1
221829d6,039971,8337.38,Transfer,-9.236684,-7.031472,2024-11-01 08:07:45,8,4,126.48.224.141,2276.2,28,1
e792a0c9,f76723,3568.25,Payment,108.677497,30.913953,2024-06-23 17:55:59,17,6,164.89.44.131,3432.53,2,1
52cb3478,02c306,4940.59,Withdraw,-127.156533,-30.51172,2025-02-23 14:17:15,14,6,139.50.214.238,4268.54,49,1
3b78e6fa,1d096a,7754.69,Withdraw,-92.796808,69.168848,2024-10-18 18:49:44,18,4,58.203.220.59,2673.47,43,0
d3c3b7c6,a96b03,7916.32,Payment,-144.330573,57.301417,2024-09-12 03:46:59,3,3,177.233.6.53,3293.09,29,0
9c792d4d,4f718e,3146.41,Payment,9.748723,5.505755,2024-03-30 21:20:05,21,5,18.71.151.236,1668.2,32,1
0aaf8f4d,1f09a6,5238.51,Withdraw,-161.469333,-34.40684,2025-03-09 21:05:31,21,6,151.98.187.207,4520.02,49,1
5f26cc4d,f4e407,6880.39,Transfer,-141.82074,-50.972633,2025-02-14 11:48:08,11,4,208.52.65.108,1391.5,32,0
fc304bbd,6d0717,2673.41,Payment,172.666496,89.690959,2024-09-28 17:29:32,17,5,205.183.32.50,1203.91,47,0
6fd3e7f9,1f93c0,7882.79,Payment,-48.114845,10.848036,2024-07-21 23:27:02,23,6,132.51.84.188,4203.48,35,1
29f7b746,e47588,6745.07,Transfer,149.71083,2.47825,2024-08-10 18:51:53,18,5,126.96.212.35,1716.44,23,1
9be250cd,11bda8,3696.51,Withdraw,-111.455633,-19.629604,2024-07-08 10:39:33,10,0,199.128.171.60,3016.5,3,1
9b85ff25,901ade,4507.62,Transfer,-165.242801,-83.670968,2024-06-17 05:13:05,5,0,215.121.163.243,4252.89,38,1
d3245166,c56c43,5629.53,Payment,170.446728,8.329637,2025-01-27 03:48:54,3,0,133.228.165.153,877.09,18,1
af332b4b,89dede,1082.25,Withdraw,-118.913071,21.845362,2024-04-01 19:18:36,19,0,99.42.135.23,1061.71,27,0
3a488761,a4e908,3879.92,Transfer,93.045513,-52.877851,2024-11-16 02:45:32,2,5,198.76.85.164,4116.46,44,0
0286b6a2,72fc7d,9125.41,Withdraw,-21.975274,-17.800828,2024-09-28 03:18:01,3,5,112.216.188.153,874.42,43,1
113996b3,fc73e6,3656.24,Transfer,9.756127,-80.631444,2024-10-13 02:08:41,2,6,45.131.151.134,266.45,8,1
0e8abb3a,eec2e9,2519.71,Transfer,45.784032,-11.422788,2024-04-02 03:12:07,3,1,131.48.49.66,4972.49,34,1
430647da,572634,376.41,Payment,-132.634315,-20.929635,2025-01-07 12:57:35,12,1,82.12.12.41,4507.54,26,1
c574022e,d46f39,6875.01,Payment,-38.749343,60.058512,2024-09-27 14:50:43,14,4,61.8.65.126,791.33,5,1
34fb6e50,d6f49c,9298.89,Transfer,63.007109,-51.857977,2025-01-13 21:59:46,21,0,97.80.116.224,4598.16,17,1
54630a00,2f3946,1767.55,Withdraw,-42.916268,-29.880929,2025-01-07 08:04:05,8,1,38.206.115.62,3649.21,46,1
6e5aaf98,3b1bdc,1662.24,Transfer,158.639652,-67.988781,2025-01-21 11:01:38,11,1,178.174.98.131,161.73,22,1
35c2f73b,fb537b,5502.46,Transfer,69.676193,0.150463,2024-10-19 05:10:43,5,5,18.180.156.25,4079.49,39,0
fe9b62e8,591281,8428.57,Payment,-3.145525,68.011368,2024-06-22 04:27:46,4,5,17.217.123.215,4572.18,40,1
f748a863,796e75,1360.09,Transfer,73.182833,-23.556669,2025-01-28 20:56:47,20,1,86.79.241.157,1417.78,22,1
745e8e90,c9757c,548.21,Transfer,138.334268,-66.76585,2024-04-20 15:22:59,15,5,17.145.75.79,3606.84,2,1
0c710817,a41dd7,1679.36,Payment,147.166216,-42.900865,2024-07-26 04:48:19,4,4,185.235.128.204,1222.02,1,1
0b93562b,3d7e17,3979.29,Payment,-78.187799,66.030223,2024-05-20 00:00:17,0,0,122.39.202.166,2762.4,1,1
076aafcd,16ec2f,4118.09,Payment,47.438788,8.662895,2024-12-05 16:17:44,16,3,218.39.178.68,404.93,9,0
6621ed71,c29c64,4081.48,Payment,-48.949618,62.597083,2024-07-11 01:52:27,1,3,202.73.29.54,2697.79,40,1
37ca6538,0c4048,1994.99,Transfer,145.0968,-63.069937,2025-03-23 21:00:01,21,6,17.203.105.30,1027.92,45,1
8a06702e,9734d4,1370.25,Withdraw,-123.46061,83.406084,2025-02-14 09:04:37,9,4,49.11.33.90,2287.38,23,1
d1a3065d,ee4d46,8987.77,Transfer,-112.567285,81.105504,2024-06-30 08:11:17,8,6,157.149.251.7,4097.22,23,1
319bb0fc,8fecf8,1777.6,Transfer,-43.180683,0.998225,2024-07-05 22:27:51,22,4,143.235.85.131,3500.68,35,1
97842521,8ceb31,2338.77,Withdraw,-113.372934,-10.620929,2024-07-23 12:43:09,12,1,99.123.146.187,2942.95,28,0
a207454d,b0e51c,4350.78,Withdraw,-176.830291,3.688977,2024-12-03 15:39:17,15,1,41.45.252.100,291.46,9,1
d028cd10,d9a8b3,1186.96,Payment,44.932258,5.717415,2025-03-01 08:35:45,8,5,180.62.104.104,408.53,36,0
b09418fe,d1b8a4,7562.7,Withdraw,-65.40508,-72.633559,2025-02-27 12:51:57,12,3,65.67.53.10,3189.92,42,0
808fb25a,57402d,6078.52,Payment,161.857232,88.062094,2024-10-01 04:46:19,4,1,172.138.132.124,826.89,44,1
1c7126e2,5b12e0,7779.55,Withdraw,-15.932746,-13.226789,2024-08-06 15:28:43,15,1,72.211.123.191,3432.86,24,0
0afd5b0c,a5f436,9660.73,Payment,154.568552,3.0272,2024-04-01 19:14:01,19,0,133.90.193.104,4858.01,8,0
8b7ec7ca,733f92,4752.07,Payment,116.592372,-77.557785,2024-04-01 10:15:17,10,0,104.134.42.63,1386.12,21,1
afd0ecf0,6d3d55,1995.31,Withdraw,-12.643833,-5.956336,2024-09-01 08:29:47,8,6,93.206.241.8,1868.01,31,1
230c05ed,bf96ec,531.17,Withdraw,51.328573,-68.340322,2024-05-08 18:28:23,18,2,36.26.6.212,1746.4,36,1
a65d68db,e8b3b2,2573.83,Payment,-71.919044,-13.080095,2024-12-13 23:10:53,23,4,16.24.129.136,4403.14,33,0
401a99e0,9e7dba,6444.39,Payment,134.841242,28.831364,2024-06-27 03:19:46,3,3,45.129.174.27,2596.51,1,1
cb37b27a,ca3b07,4889.73,Transfer,-18.312143,72.520712,2024-08-13 12:28:22,12,1,10.150.156.11,2340.57,24,1
8a05699a,56e393,4511.54,Payment,177.598619,-47.477975,2025-02-11 13:04:46,13,1,89.159.242.33,2075.7,4,0
7a8cefb6,a1d065,5101.53,Payment,-61.175571,45.833434,2024-06-02 18:36:56,18,6,68.131.192.67,3462.08,12,1
5d69f8e1,a12e5c,1241.27,Withdraw,-98.167618,-14.154948,2025-02-06 06:08:36,6,3,41.90.184.134,3446.32,4,1
755ad99a,97a72a,1816.41,Payment,156.123366,19.309351,2024-04-08 14:37:37,14,0,84.101.178.38,4539.84,18,1
481e8f2f,0229cc,247.43,Withdraw,-120.217042,-24.327548,2025-02-08 18:15:06,18,5,148.238.209.200,511.21,35,1
3c652e0a,7d031f,6950.94,Payment,-25.298999,75.092635,2024-10-02 02:58:00,2,2,123.134.11.56,1629.01,10,1
68870d31,30c2c4,6118.56,Payment,51.938233,-77.777668,2024-03-31 23:25:56,23,6,118.167.252.98,4264.96,39,1
f9a189c7,e16a12,1856.5,Payment,-124.151251,-83.703502,2024-09-30 20:38:30,20,0,163.33.6.150,1808.53,34,0
31e497a8,1dd135,1159.77,Transfer,-104.112842,-39.548062,2024-06-21 17:50:48,17,4,70.161.235.123,2550.11,46,1
f91ebb72,c81d14,1852.47,Payment,18.950848,-10.2748,2025-01-14 13:22:15,13,1,30.166.127.23,1898.86,15,0
7dce7fb3,2cdd01,5754.87,Withdraw,-44.507197,47.23278,2024-07-17 05:59:24,5,2,125.152.3.186,2340.61,28,0
d93367ee,cbb549,4120.26,Withdraw,-19.641267,-66.289651,2024-09-24 23:45:09,23,1,211.139.141.163,793.7,6,1
2d1ac76f,347725,245.65,Withdraw,17.792576,87.356888,2024-10-27 18:53:13,18,6,110.137.251.224,4728.21,2,1
34ce6d47,a88e3f,7485.55,Withdraw,-174.142486,40.459963,2025-03-04 00:27:10,0,1,153.225.103.123,3099.2,42,0
4a80e61a,6ecf08,5375.68,Transfer,145.657636,-44.371368,2025-02-17 01:46:15,1,0,47.104.115.208,1766.47,3,1
fbdb7139,9e16eb,9522.17,Payment,-48.966936,68.870556,2025-01-01 16:13:26,16,2,64.214.131.193,2260.28,11,0
a2763141,1ef67d,1552.69,Transfer,24.258624,-78.781404,2024-09-20 08:44:58,8,4,172.1.81.20,4447.59,16,1
f08038d5,159134,4423.94,Transfer,128.163423,66.722602,2024-05-17 16:32:55,16,4,104.84.44.186,4780.54,12,1
d598cc9d,6b465a,5150.6,Payment,-177.717647,25.898967,2024-12-26 01:26:34,1,3,29.21.98.75,2880.54,42,1
9590966f,91c7e3,5528.3,Withdraw,21.560083,-83.536169,2024-10-31 19:58:49,19,3,129.70.206.40,4635.03,32,1
372ef3d9,2c032c,7054.91,Withdraw,5.024334,-21.023862,2024-09-26 01:26:28,1,3,12.198.251.188,3504.67,18,0
f3344432,2661b1,6431.64,Payment,49.536678,59.933449,2024-06-10 13:42:53,13,0,32.12.226.96,3770.28,27,1
6863ced0,d2eceb,9271.97,Payment,155.061232,18.883764,2025-02-28 17:46:19,17,4,103.213.221.101,1807.59,20,1
429ecc25,5fd164,8834.1,Withdraw,-157.963015,79.496795,2024-05-17 04:02:13,4,4,186.140.123.200,3676.29,10,1
cd2c966a,22df61,5187.73,Payment,-90.592064,87.449698,2024-04-19 16:23:32,16,4,135.29.131.68,2689.01,32,0
a413fbbf,806216,4448.64,Payment,-82.974892,3.266136,2024-05-03 09:41:17,9,4,73.189.48.83,2850.41,31,1
541ce4a4,f514d5,6968.9,Payment,-17.86662,0.324729,2025-03-01 13:48:33,13,5,130.83.237.80,4199.86,29,1
3d9104dc,e9154a,6931.78,Transfer,-74.281699,-22.755621,2025-02-26 20:28:28,20,2,66.174.248.79,4185.52,40,1
fddf4616,14ad6a,6606.39,Payment,139.659817,71.750776,2024-06-05 06:24:07,6,2,34.165.118.204,782.39,6,1
798e0533,182077,398.12,Withdraw,85.245739,-54.898637,2025-01-07 19:32:56,19,1,69.32.85.68,3851.44,22,1
218158e9,a72b6c,8772.81,Withdraw,116.375605,-56.911787,2024-12-17 07:27:59,7,1,3.115.143.150,1093.03,38,0
5f583acc,fd6f80,9938.14,Payment,36.119119,-50.795143,2024-08-20 05:12:50,5,1,32.57.120.67,4004.44,37,0
f8320d4a,53d3dd,5287.06,Transfer,-52.063229,15.890667,2025-02-26 18:05:10,18,2,117.160.227.215,2963.98,15,1
040676ba,ef731f,5791.84,Payment,136.755364,35.586584,2024-05-30 00:21:09,0,3,5.68.238.88,563.41,35,1
1fdfd645,0383ed,4170.99,Transfer,59.925876,-44.361564,2024-11-23 13:13:00,13,5,99.219.230.129,1280.1,25,1
c1f25f68,f0399c,1545.26,Payment,42.72046,-26.694353,2024-08-30 06:26:57,6,4,108.164.48.138,928.57,35,1
09721a81,4e27b0,5788.93,Payment,-59.175321,-59.855682,2025-02-27 20:09:43,20,3,129.63.70.211,133.87,7,1
087cbc46,922098,957.51,Withdraw,105.978669,-89.662527,2024-04-12 03:05:26,3,4,164.37.132.202,2709.61,6,0
48fc6818,cb204a,5047.15,Payment,-36.80324,-16.625773,2024-11-11 02:00:47,2,0,33.45.72.12,2310.79,37,0
40a03b39,f84837,45.62,Payment,4.864958,8.947665,2024-11-07 23:29:22,23,3,187.89.201.183,4765.08,35,0
6f017ef4,68a69f,2535.96,Payment,143.804442,-12.713971,2024-12-30 18:34:11,18,0,159.246.127.232,3310.38,29,0
8ebc05a7,f9a3e4,6457.43,Withdraw,27.518356,-54.932064,2024-12-11 09:14:59,9,2,54.135.7.202,4957.56,41,1
6c8c13e7,6f872e,8519.66,Payment,174.140287,2.415265,2024-11-20 02:46:34,2,2,71.49.244.213,1625.93,5,1
d166f82a,c2e7a6,1150.28,Transfer,-105.471527,10.499375,2025-03-13 09:30:01,9,3,203.233.131.117,3639.07,19,1
00bc954f,0a98b4,8737.76,Withdraw,-27.195072,58.764552,2024-09-29 22:02:37,22,6,135.243.105.16,1361.98,30,0
2e84fff1,d7bd16,4119.01,Transfer,-167.832613,42.49599,2024-10-17 10:32:18,10,3,148.55.175.107,3213.39,46,1
fee583d2,c6d0f1,694.07,Withdraw,-161.610054,28.943705,2024-05-09 15:36:35,15,3,41.54.3.202,315.71,9,1
1c9bd7ca,d90de7,3251.92,Withdraw,-104.520194,-34.443325,2024-08-02 04:52:10,4,4,125.144.234.76,3808.46,31,1
620efc56,18dcf1,9172.67,Transfer,4.025514,79.860566,2024-04-04 04:19:03,4,3,65.94.134.35,2380.48,31,1
f016496d,c7de4c,8480.72,Withdraw,-21.935593,64.79044,2025-01-27 22:09:25,22,0,46.112.103.120,4025.56,45,1
1552f4cb,8e335c,4940.74,Payment,-49.163654,0.634508,2025-01-29 13:57:27,13,2,177.76.17.231,4610.86,13,1
5ed4fa25,2fa9b7,6297.58,Transfer,-162.578914,-47.391088,2024-07-08 12:14:08,12,0,155.167.215.37,1997.28,49,0
d9c57e51,708437,713.01,Withdraw,121.049785,-10.877598,2025-01-31 02:55:33,2,4,59.140.138.211,1656.97,21,1
2b1ef4df,8d4536,2496.06,Withdraw,-176.397361,-51.824629,2024-11-21 14:04:02,14,3,106.242.130.24,2080.33,38,0
5e98c553,9afb15,3505.03,Transfer,106.022691,-25.762951,2024-12-08 19:14:31,19,6,219.25.220.22,3395.59,38,1
7e0ad4e3,049eb3,216.31,Transfer,15.680951,-82.39066,2024-09-26 20:52:06,20,3,53.22.54.185,1909.02,29,0
a09de545,8857d8,5953.71,Payment,56.107899,-85.881176,2025-03-15 09:23:41,9,5,32.16.74.171,4399.51,26,0
fbf707a8,3ef938,633.94,Withdraw,155.940584,30.779807,2024-08-16 07:13:59,7,4,164.215.122.218,1836.35,5,0
2e9c2062,b96c71,884.44,Payment,-19.620834,-88.696293,2024-05-18 23:46:28,23,5,62.11.13.114,2011.44,7,0
b3de82bb,1b6bcc,6588.79,Transfer,-72.798365,-49.721977,2024-12-07 16:36:00,16,5,108.233.253.6,148.57,27,1
1ab919ef,7e4968,8482.97,Transfer,170.167953,-40.002016,2024-05-23 12:36:07,12,3,17.127.157.223,2817.58,31,1
186d869c,1b20f4,3549.93,Withdraw,-35.83729,48.94694,2025-02-11 05:13:48,5,1,118.172.232.26,3561.91,47,0
4a7e68f8,5cb7e8,1729.6,Transfer,-101.998164,-29.2373,2024-09-04 20:03:30,20,2,135.120.200.67,2900.73,36,1
2931f109,5533c1,696.83,Withdraw,144.886583,-24.350524,2024-04-02 08:50:34,8,1,167.55.149.75,680.58,30,0
4cb3abe1,d004f1,4251.6,Payment,-112.252312,-12.909148,2024-06-02 23:21:15,23,6,118.74.54.245,3656.23,33,1
cb4560bd,77ad5c,4288.63,Payment,41.651185,46.095605,2024-04-14 07:30:27,7,6,53.130.159.121,3459.37,4,1
541d31be,80e513,9664.02,Transfer,-62.662536,17.664852,2025-03-20 17:45:56,17,3,185.134.157.227,807.92,12,1
c198e650,4b4cb1,2609.65,Payment,135.870044,65.11827,2025-03-02 04:23:47,4,6,142.98.9.249,4105.39,41,1
d06eceda,556f67,2283.52,Withdraw,94.303036,-60.235511,2024-11-29 03:02:19,3,4,143.88.238.242,1120.71,36,1
efdcc3f0,305685,4814.23,Withdraw,153.863581,-30.110997,2024-08-11 01:23:26,1,6,203.92.181.246,2724.04,45,1
5edda626,9cbc37,2120.37,Withdraw,-100.148054,30.663652,2024-05-24 05:47:26,5,4,186.122.243.7,1193.64,16,1
43e1324f,913863,9111.84,Withdraw,-123.171692,32.394006,2024-10-21 02:10:34,2,0,222.73.131.212,4371.58,32,1
71b05af4,99bb7d,7047.11,Withdraw,46.094406,74.929137,2025-03-06 04:57:14,4,3,103.86.255.74,1484.89,45,1
a7b4ccb6,76e1f1,8156.72,Transfer,39.085051,-27.642411,2024-12-27 09:33:56,9,4,212.57.231.125,2240.54,41,0
d6609580,5e66fc,4314.72,Transfer,64.5775,-77.503742,2024-04-16 20:10:24,20,1,179.8.53.239,2322.1,32,1
f76bdc15,723582,7775.08,Transfer,-111.165163,-6.894247,2024-10-28 06:25:22,6,0,72.20.228.185,1195.76,21,1
a3ce705b,0e4249,5968.49,Withdraw,-97.000665,-74.070134,2025-02-02 06:46:02,6,6,86.79.114.192,1537.31,33,0
7ce222be,666c19,390.8,Transfer,100.766414,74.800596,2025-03-06 04:34:14,4,3,157.46.64.32,831.95,38,1
96b51790,155713,3051.77,Transfer,-107.451103,67.400702,2024-04-28 19:27:09,19,6,34.42.119.6,405.11,24,0
e74a2fd3,d946db,1472.66,Transfer,103.078378,-25.07047,2024-05-18 17:43:01,17,5,163.233.79.36,2156.5,35,1
6801e0b2,c193fd,2931.53,Withdraw,136.283044,-4.664799,2024-11-19 19:42:11,19,1,116.202.138.84,3042.94,14,1
d6f7c533,6054d8,2652.06,Withdraw,-24.842383,-2.965385,2024-11-06 09:11:40,9,2,46.201.48.226,3711.98,25,1
d59d82fb,9a78a3,8963.29,Transfer,94.45282,-65.055798,2025-02-04 02:45:58,2,1,204.233.19.59,1792.66,44,0
f64f865c,5abf09,9994.24,Payment,115.309778,48.564761,2024-08-12 13:34:07,13,0,13.63.254.106,1140.36,32,1
40cfc8e9,940bd0,5779.48,Transfer,112.528689,-5.623334,2025-01-30 06:22:50,6,3,60.231.132.155,3993.97,41,0
f835de4e,86942f,1935.86,Withdraw,176.844423,-69.188052,2024-06-02 08:47:15,8,6,65.170.233.13,1591.42,49,1
00716dde,99c044,5248.64,Withdraw,127.527756,11.410364,2024-08-17 03:19:30,3,5,200.106.85.244,4057.09,18,1
9c36fe15,3f07c6,4602.8,Payment,98.115909,-87.95771,2024-07-14 03:30:18,3,6,8.111.135.151,2859.07,20,1
a41ce6bf,3efa60,4038.29,Payment,-73.083909,44.732742,2025-03-23 05:52:46,5,6,112.118.227.230,4950.32,3,1
521dfbb4,85323b,7666.26,Payment,98.38582,39.32843,2024-08-17 16:40:27,16,5,191.147.166.203,3869.76,9,0
b664e45e,9c9f1d,601.99,Transfer,55.596623,-12.933016,2025-01-12 03:26:12,3,6,106.239.165.1,4677.09,11,1
81c6c8c3,bd1a46,5568.05,Withdraw,162.073439,-50.041425,2024-10-19 01:00:58,1,5,117.237.163.81,571.91,33,0
05e1a989,d8a89e,2386.93,Withdraw,-116.955941,-65.482488,2024-06-25 20:38:06,20,1,102.135.119.141,1422.68,13,1
9624aa4d,873384,8637.19,Withdraw,-46.75971,-75.8758,2025-03-23 10:35:28,10,6,15.240.16.149,2181.03,38,0
d3ecfa76,8052ca,2725.16,Payment,125.363071,42.437534,2025-02-21 09:27:31,9,4,121.164.87.97,4955.4,6,1
d0b95761,9ca4e3,6794.74,Payment,-128.545034,19.730253,2024-12-28 23:46:04,23,5,58.134.42.198,1230.08,19,0
